target_weekly,target_monthly,target_yearly
5.617647,22.360361,14.761905
0.28353658,26.071428,29.34909
36.433334,5.617647,43.239132
7.8605514,0.28353658,21.481482
22.777779,38.469387,48.77551
0.16,39.782608,69.28571
0.7845659,1.7756875,3.5294118
12.519868,37.612244,9.676471
10.285714,2.5564203,5.792701
11.895639,9.538462,7.3036437
29.154135,15.077348,5.8333335
0.20118983,11.181818,36.88889
42.789474,7.214286,1.7536945
28.52,11.068966,6.672014
35.363636,34.210526,53.481014
1.4050822,21.108374,58.54286
31.896551,33.377777,10.32653
1.1280879,26.304348,19.0
22.5,2.3940887,9.973684
23.586206,30.698067,28.063536
8.086957,1.1937984,13.448276
13.782202,12.381818,30.241379
38.469387,6.053476,7.732044
39.782608,0.3551069,35.714287
1.7756875,26.5,13.387755
37.612244,34.57143,12.478261
2.5564203,25.49814,3.08
30.413044,0.2433735,4.612403
2.3940887,0.40918264,21.210085
11.181818,23.504,10.124744
15.077348,20.06579,10.263158
11.068966,0.9664793,12.571428
34.210526,4.854251,16.931034
21.108374,26.22388,6.225806
33.377777,42.2,8.941176
26.304348,26.809525,62.133335
1.1937984,28.188679,12.105263
41.263157,28.088608,28.12
31.419355,25.390593,2.381828
7.214286,32.844154,6.112903
16.514706,5.2933493,18.441177
8.59719,8.758064,28.415585
20.615646,18.344828,3.306102
5.0,1.0012048,19.818182
12.21788,18.156853,36.88095
14.435185,8.467154,6.423077
47.993507,11.736855,31.210526
2.0,58.31955,16.693878
0.51446944,56.05844,19.489796
13.0,48.369564,11.937226
24.040817,21.078947,20.30252
53.877552,60.896553,42.02174
1.0542636,0.12,31.149092
2.6538463,32.565216,51.31111
1.7003891,38.689655,29.434782
15.427134,7.7272725,4.902439
18.074469,30.181818,5.6653695
39.100372,52.6962,17.838408
60.896553,13.712766,9.473684
7.4583335,24.431227,9.768473
6.979592,0.200649,37.396225
18.344828,10.342105,31.57483
1.0012048,43.57143,1.5570071
18.156853,10.571428,21.032259
8.467154,8.32,43.0
11.736855,13.073701,15.137931
30.181818,23.5625,27.206896
56.05844,42.132652,3.24
48.369564,16.646963,41.5
21.078947,10.382434,0.90210927
0.12,23.526316,23.24074
32.565216,28.117647,17.09091
38.689655,8.14791,16.28
58.31955,29.47826,23.086956
0.200649,6.973262,24.043478
5.386002,39.8,51.44737
6.3372264,29.896551,14.525339
36.205883,7.6463413,6.276243
8.218182,5.386002,1.3485819
24.472906,6.3372264,11.952965
7.206897,0.40665993,27.19403
60.666668,24.472906,10.957447
33.789474,22.185455,1.7170419
0.2554217,0.83460456,13.881818
28.30918,10.173824,6.142857
1.7438244,33.71698,11.931034
1.1182266,16.20442,3.3875968
51.63158,71.8,24.891304
61.857143,39.717392,3.7794118
1.382353,6.85205,42.739132
45.27778,18.445377,42.58228
5.464286,21.0,16.407286
36.612614,4.483871,50.612614
41.41379,27.894737,35.479553
65.47143,60.785713,2.3636363
1.4887892,33.391304,13.25
40.64,55.392406,47.666668
6.9565215,15.157895,45.5
13.241722,8.218182,11.859903
0.23170732,6.979592,4.7237353
22.185455,7.4583335,10.875223
1.0519663,1.7003891,14.478261
30.008,2.0,37.64706
0.83460456,36.205883,1.6220454
10.173824,39.100372,29.17472
33.71698,15.427134,9.870968
16.20442,16.514706,54.58228
39.717392,20.615646,10.580646
6.85205,5.0,10.695652
18.445377,12.21788,6.091498
71.8,8.59719,4.951613
4.483871,47.993507,2.3187475
27.894737,18.074469,13.315789
60.785713,0.51446944,50.13793
40.761906,2.6538463,13.95341
33.391304,13.0,23.040817
55.392406,24.040817,12.611241
15.157895,53.877552,19.74
0.40665993,1.0542636,39.11321
21.0,14.435185,51.2
16.367647,2.8676472,56.04286
6.271318,17.347826,1.6712494
4.4642715,3.8809524,0.3313253
9.290322,23.803637,32.28
13.523809,52.804348,31.647038
39.974545,2.637195,21.537832
22.86,7.806452,84.55224
27.10596,17.758621,22.854166
14.204082,47.514286,102.5
10.857142,50.846848,97.24324
3.4926987,32.31579,19.037174
13.842105,3.3540857,3.264706
26.749907,42.460526,40.217392
23.710085,16.086956,10.928572
17.166666,41.711113,98.07595
27.913044,9.808824,76.108696
60.516,6.535714,91.28571
53.347828,62.936935,2.909091
30.58209,1.3076923,85.6
42.460526,10.29274,1.6650246
3.3076923,16.210526,53.062916
58.5,15.636364,38.72222
23.803637,5.899788,24.625605
7.806452,1.9299611,4.6672063
17.347826,5.0392156,55.987396
2.8676472,13.857142,12.785714
2.637195,6.004575,1.48
17.758621,13.206897,35.894737
62.936935,42.75472,7.102941
50.846848,10.909091,74.8
32.31579,26.642857,2.820122
3.3540857,14.527778,14.659854
16.086956,3.16,4.4813156
41.711113,10.619205,19.155844
9.808824,2.9147983,40.263157
47.514286,4.290323,0.9064359
15.636364,71.658226,10.67742
22.751757,34.27778,52.738094
31.86111,5.694737,95.539474
9.795501,3.3076923,7.225806
30.666666,39.974545,0.63373494
19.147058,31.86111,23.782608
42.132652,9.795501,1.5655903
16.646963,19.147058,53.71171
10.382434,8.655172,57.3
13.712766,15.330918,41.911766
23.526316,76.81132,15.428572
28.117647,16.836735,9.714286
40.924812,22.751757,1.6505032
29.47826,81.14778,11.469624
6.973262,44.714287,5.470588
39.8,72.92265,24.81884
29.896551,30.666666,16.705883
24.431227,14.0,13.117022
7.6463413,3.2381432,4.825911
52.6962,38.309525,3.4533763
7.7272725,16.0,3.044335
5.2933493,5.3318386,5.8146486
8.758064,0.7261236,5.040297
23.5625,40.924812,15.866667
13.073701,58.5,2.360955
8.14791,3.3793104,66.0
10.571428,27.913044,2.8181818
8.32,14.204082,48.275864
8.655172,30.58209,1.5241158
15.330918,60.516,103.163635
76.81132,4.4642715,9.705882
16.836735,13.523809,36.88
3.3793104,9.290322,33.065216
44.714287,6.271318,40.41791
72.92265,16.367647,32.58621
81.14778,22.86,7.1860466
14.0,27.10596,55.45714
3.2381432,53.347828,26.619047
38.309525,10.857142,42.3
16.0,3.4926987,21.73841
5.3318386,13.842105,26.947369
0.7261236,26.749907,19.916666
10.342105,23.710085,48.714287
43.57143,17.166666,24.052631
23.470589,5.7549443,46.517242
10.233334,0.72409636,14.169811
35.086956,2.7386591,27.470589
69.9,44.864662,32.842106
14.934783,4.2250805,31.931034
4.7272725,31.536945,4.607143
31.90909,16.281818,5.112933
10.617647,13.007852,3.0
5.013139,26.791822,5.8038673
70.0,11.68,3.107045
48.1,11.263158,9.636364
62.333332,5.189098,34.9
50.422222,0.40449437,54.24138
12.1875,2.7782586,12.051125
12.068966,0.6939759,32.67347
27.842106,13.705211,0.7647059
54.432835,32.686565,0.49753696
3.3289785,15.3265,0.41860464
1.3399014,16.9,35.379227
9.622449,15.523809,43.65306
9.117647,2.5136187,51.652172
2.7386591,40.4,0.0024096386
44.864662,6.2788973,37.614285
4.2250805,14.4375,5.428571
31.536945,6.2296433,56.08889
5.7549443,36.766235,0.0
13.007852,10.946809,0.69821525
15.3265,12.510204,0.35035628
11.68,11.620689,0.55617976
11.263158,34.22305,5.1625614
5.189098,2.3698285,7.1672864
0.40449437,57.045044,17.481482
2.7782586,17.456522,17.18421
0.6939759,14.4660425,42.761192
13.705211,28.772108,2.5
26.791822,13.301325,40.42857
15.523809,25.848,4.064516
12.368421,7.5666666,5.4039736
1.7048436,0.58848315,10.6292515
56.842857,12.368421,41.57143
52.804348,11.130435,12.581633
21.064,1.7048436,1.7083936
42.75472,19.367403,20.0
10.909091,21.064,8.710026
26.642857,29.758621,45.857143
14.527778,4.379845,8.461676
10.29274,49.43421,60.50926
3.16,42.869564,0.7209889
10.619205,54.142857,11.909091
13.206897,56.842857,48.382355
2.9147983,24.871922,3.3846154
71.658226,2.1822562,61.924812
34.27778,2.9163988,8.561576
16.210526,12.225866,28.48276
5.694737,45.917294,84.98113
1.3076923,11.425532,6.267956
6.535714,21.264706,1.4014251
3.8809524,8.613497,56.156464
4.290323,11.627273,54.857143
6.004575,9.622449,2.0373344
19.367403,9.117647,10.9
5.0392156,27.842106,18.130434
29.758621,1.3399014,6.137931
4.379845,54.432835,1.2727273
49.43421,31.90909,0.15590313
42.869564,10.233334,33.340427
54.142857,35.086956,13.336692
13.857142,5.013139,60.103447
11.627273,14.934783,3.9338522
2.1822562,4.7272725,31.69555
24.871922,69.9,54.86207
12.225866,10.617647,11.368421
45.917294,3.3289785,34.7
11.425532,70.0,83.5102
21.264706,48.1,1.4662921
8.613497,62.333332,3.2868216
11.130435,50.422222,10.992
5.899788,12.1875,29.0
1.9299611,12.068966,13.933333
2.9163988,23.470589,14.842105
30.241379,1.92,1.8306801
4.612403,14.23913,16.2
28.063536,32.973682,0.7647059
7.3036437,10.862069,0.617222
43.239132,14.761905,27.172413
21.481482,29.34909,12.666667
48.77551,7.732044,1.2412452
6.672014,12.571428,15.619047
3.5294118,13.387755,4.2040486
9.676471,12.478261,10.18868
5.792701,3.08,6.058182
5.8333335,10.263158,4.5652175
9.973684,21.210085,3.1632652
36.88889,10.124744,14.722222
1.7536945,6.112903,13.524155
2.381828,20.305555,0.44827586
69.28571,35.714287,12.275862
28.12,6.0747614,11.513514
10.263158,3.3846154,4.428571
62.133335,5.928571,10.8
53.481014,16.931034,4.5329766
32.973682,3.847561,15.033613
10.862069,47.285713,12.421053
14.761905,1.432304,0.0
29.34909,9.764706,12.5
7.732044,1.7172918,0.43467933
35.714287,49.27778,2.2959642
13.387755,9.061225,20.938776
12.478261,11.921183,14.1
3.08,0.795661,4.6896553
21.210085,7.4545455,19.965517
10.124744,44.263157,25.065218
6.112903,10.421053,1.0625663
12.571428,19.428572,19.06015
16.931034,12.146168,0.02
6.225806,6.9333334,11.842105
8.941176,8.473684,1.4545455
12.105263,1.6432585,22.347826
58.54286,6.225806,9.181818
10.32653,8.941176,0.14480323
0.72409636,12.782609,1.1021898
10.946809,10.32653,0.6322762
12.510204,19.0,5.818182
11.620689,13.448276,1.3579767
34.22305,7.0,5.2608695
2.3698285,59.3,3.0918367
57.045044,3.5261583,3.9768271
17.456522,2.0,11.826087
28.772108,26.130434,8.346604
13.301325,3.192073,41.847828
25.848,29.302631,17.306307
7.5666666,50.150944,22.58228
2.5136187,11.678744,5.1875
0.58848315,5.909091,60.31579
16.9,2.9548693,29.973684
32.686565,23.441177,23.222689
16.281818,36.642857,23.1
19.0,62.133335,0.2621951
36.766235,58.54286,9.007273
6.2296433,53.481014,48.26
14.4660425,9.214286,0.2652439
6.2788973,1.7536945,51.35294
14.4375,6.672014,3.82834
7.0,28.12,0.42765275
59.3,2.381828,0.45786518
3.5261583,30.241379,2.8235295
2.0,4.612403,45.409775
9.214286,28.063536,33.957447
26.130434,7.3036437,7.660778
3.192073,43.239132,2.3124065
29.302631,21.481482,57.526318
13.448276,12.105263,5.6343646
11.678744,69.28571,0.3954984
5.909091,3.5294118,17.454546
2.9548693,9.676471,45.77778
23.441177,5.792701,27.904762
36.642857,5.8333335,44.391304
12.782609,9.973684,1.5562036
40.4,36.88889,8.744
50.150944,48.77551,17.129032
14.478261,29.434782,50.173912
13.881818,1.6220454,2.253012
1.7170419,10.875223,24.282608
37.64706,16.693878,36.27778
11.859903,1.3485819,7.284
4.7237353,37.396225,33.190475
6.142857,29.17472,39.526318
10.957447,11.952965,42.08
11.931034,9.870968,7.080645
42.739132,10.695652,53.555557
24.891304,4.951613,1.3581461
3.7794118,10.580646,30.7
42.58228,6.091498,7.72
16.407286,51.2,8.682171
50.612614,2.3187475,18.447308
35.479553,13.315789,10.068966
2.3636363,50.13793,32.57895
3.3875968,54.58228,38.1
13.95341,51.31111,7.8252788
13.25,23.040817,28.842106
19.74,42.02174,2.7375784
1.3485819,51.44737,38.882355
11.952965,14.525339,11.7546015
10.875223,9.768473,41.551723
1.6220454,6.276243,6.642857
29.17472,17.838408,46.896553
9.870968,4.902439,3.3769884
54.58228,18.441177,57.739132
4.951613,28.415585,21.363636
10.580646,3.306102,1.7382369
10.695652,19.818182,2.5
6.091498,36.88095,62.103447
51.2,6.423077,29.897959
2.3187475,31.210526,43.75564
13.315789,5.6653695,21.064516
50.13793,19.489796,56.526318
23.040817,11.937226,32.787235
12.611241,20.30252,39.11111
39.11321,31.149092,1.8360128
47.666668,12.611241,26.405064
14.23913,7.3007298,9.473684
27.19403,39.11321,1.2885985
9.061225,45.5,3.6785715
11.921183,27.19403,6.6370025
0.795661,1.8543174,4.5483584
3.3846154,24.74,8.782609
7.4545455,12.533904,21.688889
44.263157,0.42048192,29.263159
19.428572,39.642857,21.46
49.27778,47.666668,10.538961
12.146168,0.9767442,7.639456
8.473684,5.4852943,9.531915
5.928571,45.3,4.25
1.6432585,36.83766,19.470589
6.0747614,24.789474,0.91725254
20.305555,5.8026905,5.339779
1.92,1.9261084,20.632652
45.5,19.74,5.9411764
6.9333334,10.379311,13.509259
1.7172918,13.25,0.45736435
10.421053,9.339468,1.7692307
1.432304,35.479553,0.810219
1.8543174,13.95341,3.9566517
9.764706,2.3636363,6.633947
24.74,14.478261,25.734694
12.533904,37.64706,6.3809524
0.42048192,4.7237353,20.626865
9.339468,11.859903,7.921933
0.9767442,1.7170419,10.316456
10.379311,13.881818,20.26087
5.4852943,6.142857,4.590909
39.642857,10.957447,7.709677
36.83766,3.3875968,3.2891126
24.789474,24.891304,28.952381
5.8026905,3.7794118,3.887097
1.9261084,42.739132,9.34
7.3007298,42.58228,4.0827813
3.847561,16.407286,5.0588236
47.285713,50.612614,5.812808
45.3,11.931034,6.0
2.8181818,76.108696,5.549839
57.3,1.5241158,15.809524
48.275864,102.5,13.684211
2.360955,38.72222,16.591837
15.866667,1.6505032,18.840149
1.5655903,7.225806,16.055555
53.71171,23.782608,11.354838
41.911766,103.163635,12.66
4.825911,26.619047,14.433962
9.714286,36.88,10.413794
66.0,33.065216,10.586206
11.469624,7.1860466,3.1769662
5.470588,40.41791,43.510204
24.81884,32.58621,15.086131
16.705883,0.63373494,9.808824
13.117022,55.45714,5.7832313
24.052631,98.07595,27.145454
15.428572,9.705882,4.8076925
48.714287,10.928572,4.85214
38.72222,10.67742,3.7602928
26.947369,3.264706,8.252
3.4533763,42.3,14.173913
1.6505032,52.738094,10.5
7.225806,53.062916,14.866667
23.782608,95.539474,6.2618184
1.5241158,85.6,13.052631
103.163635,91.28571,8.355263
9.705882,0.3313253,10.243961
36.88,31.647038,7.380369
33.065216,32.28,7.086724
7.1860466,84.55224,2.5455992
40.41791,1.6712494,3.1352081
32.58621,56.04286,14.342857
0.63373494,21.537832,11.551021
55.45714,22.854166,12.67742
26.619047,2.909091,16.485294
42.3,97.24324,10.263158
21.73841,19.037174,3.5776653
19.916666,40.217392,10.521739
3.044335,21.73841,6.3103447
37.396225,24.043478,52.357143
5.040297,19.916666,16.071428
18.441177,5.8146486,6.6
28.415585,5.040297,25.123636
3.306102,31.57483,41.028572
19.818182,1.5570071,39.260868
36.88095,21.032259,5.1354723
6.423077,43.0,30.132353
31.210526,15.137931,4.6157637
4.902439,3.044335,7.266234
5.6653695,27.206896,5.7253075
11.937226,41.5,2.5665026
20.30252,0.90210927,39.099033
42.02174,9.473684,12.568344
31.149092,23.24074,24.711712
51.31111,17.09091,5.205668
29.434782,16.28,63.714287
16.693878,23.086956,6.417127
19.489796,3.24,3.5454545
17.838408,3.4533763,16.345455
5.8146486,26.947369,11.119403
9.768473,13.117022,23.192053
31.57483,48.714287,7.606383
1.5570071,24.052631,10.272727
21.032259,2.8181818,12.595238
43.0,48.275864,62.210526
15.137931,2.360955,8.695652
27.206896,15.866667,4.325709
3.24,1.5655903,0.92785066
41.5,53.71171,13.958333
6.276243,4.825911,2.960859
9.473684,41.911766,49.959183
23.24074,15.428572,18.459183
17.09091,9.714286,27.294117
16.28,66.0,39.149254
23.086956,11.469624,2.4591439
24.043478,5.470588,7.737805
51.44737,24.81884,6.117647
14.525339,16.705883,34.4717
0.90210927,57.3,6.7343063
45.857143,6.137931,145.16667
8.710026,1.7083936,73.17391
60.103447,5.8038673,8.07788
48.382355,41.57143,4.86846
2.0373344,43.65306,90.064514
8.461676,1.2727273,35.0
20.0,10.9,11.490869
60.50926,0.15590313,50.567165
54.857143,3.9338522,82.304344
11.909091,13.336692,68.63043
3.3846154,54.86207,63.57143
61.924812,31.69555,113.78195
8.561576,14.842105,40.351063
28.48276,11.368421,32.941177
84.98113,34.7,20.961538
18.130434,0.7647059,110.566666
0.7209889,33.340427,110.789474
13.933333,32.67347,114.2
3.9338522,31.931034,64.96667
10.992,54.24138,27.18421
41.57143,5.4039736,83.53401
10.9,51.652172,124.89655
1.7083936,10.6292515,51.844154
6.137931,35.379227,94.947365
1.2727273,0.49753696,34.809525
0.15590313,5.112933,5.014778
33.340427,14.169811,6.8146067
13.336692,27.470589,69.51724
54.86207,32.842106,84.91139
6.267956,83.5102,38.465115
31.69555,4.607143,6.828794
14.842105,46.517242,58.31579
11.368421,3.0,46.700233
34.7,0.41860464,11.738717
83.5102,3.107045,61.911766
1.4662921,9.636364,7.9237804
3.2868216,34.9,61.42857
29.0,12.051125,59.854168
1.4014251,1.4662921,11.5
43.65306,4.064516,5.2348065
12.581633,10.992,20.251656
0.3313253,56.156464,4.5172415
31.647038,12.581633,5.1436462
32.28,24.625605,5.4603887
84.55224,4.6672063,8.592437
1.6712494,55.987396,15.622517
56.04286,12.785714,9.526316
21.537832,1.48,14.78481
22.854166,35.894737,27.6875
2.909091,7.102941,23.224806
97.24324,74.8,5.9120483
19.037174,2.820122,12.577778
3.264706,14.659854,6.6748767
40.217392,1.6650246,8.738095
10.928572,4.4813156,13.181818
98.07595,19.155844,9.2
76.108696,40.263157,32.3
102.5,0.9064359,30.655172
91.28571,1.4014251,17.28
85.6,6.267956,7.5789475
56.156464,3.2868216,108.82
53.062916,28.48276,9.85061
95.539474,84.98113,9.887755
24.625605,29.0,130.41176
4.6672063,13.933333,4.853012
55.987396,18.130434,40.25225
12.785714,60.103447,7.4130435
35.894737,48.382355,8.442415
7.102941,20.0,3.6389549
74.8,8.710026,4.629667
1.48,2.0373344,11.809524
14.659854,8.461676,37.5
1.6650246,60.50926,10.907309
4.4813156,0.7209889,23.246754
52.738094,8.561576,41.47826
19.155844,11.909091,20.398127
40.263157,3.3846154,13.176471
0.9064359,54.857143,18.37963
10.67742,61.924812,9.216216
2.820122,45.857143,3.7052631
5.2608695,0.42765275,86.77778
1.3579767,5.6343646,4.7598314
48.26,4.5329766,38.468353
0.6322762,0.14480323,27.02174
9.007273,9.181818,87.04444
3.0918367,0.45786518,9.807881
5.818182,0.2621951,61.64516
3.9768271,2.8235295,66.02381
29.973684,45.77778,22.537037
0.2652439,33.957447,15.774194
8.346604,7.660778,11.046768
41.847828,2.3124065,21.932085
17.306307,57.526318,8.461538
22.58228,17.129032,9.04
5.1875,0.3954984,56.183674
60.31579,17.454546,16.273376
3.82834,15.619047,15.551948
11.826087,45.409775,46.62766
51.35294,13.524155,25.536364
57.526318,12.666667,6.4515643
1.5562036,3.1632652,30.449612
23.222689,27.904762,83.06
0.14480323,1.4545455,62.18182
0.2621951,10.8,62.434784
5.6343646,22.347826,7.944465
0.42765275,11.513514,9.123515
0.45786518,0.44827586,37.782608
2.8235295,1.8306801,41.7
45.409775,16.2,49.382355
33.957447,0.7647059,24.258503
7.660778,0.617222,6.891051
2.3124065,27.172413,10.640394
17.129032,1.2412452,26.875
0.3954984,12.275862,78.391304
17.454546,4.2040486,20.337227
45.77778,10.18868,16.00818
27.904762,6.058182,51.44776
44.391304,4.5652175,19.321428
8.744,14.722222,100.26316
9.181818,11.842105,5.689069
23.1,44.391304,9.747211
0.0024096386,8.744,58.735294
14.169811,1.1021898,24.54
27.470589,0.0024096386,14.00146
32.842106,37.614285,10.29988
31.931034,5.428571,83.396225
4.607143,56.08889,70.36735
46.517242,0.0,78.88776
0.41860464,0.35035628,15.024631
5.112933,23.1,108.68889
3.107045,0.55617976,11.773619
34.9,7.1672864,38.2
54.24138,17.481482,26.149092
12.051125,17.18421,6.5123515
32.67347,42.761192,76.82353
0.7647059,2.5,46.5
5.8038673,40.42857,26.352942
1.1021898,1.5562036,7.6213217
9.636364,5.1625614,73.28261
0.49753696,23.222689,66.809525
3.0,0.69821525,7.118567
10.6292515,60.31579,8.257235
35.379227,29.973684,47.725807
5.428571,3.82834,51.31579
56.08889,48.26,23.133833
0.0,9.007273,48.47826
0.69821525,0.6322762,4.3789473
0.35035628,5.818182,80.454544
0.55617976,1.3579767,23.427402
5.1625614,5.2608695,82.3285
7.1672864,3.0918367,74.17242
37.614285,51.35294,11.20677
17.18421,11.826087,91.09524
42.761192,0.2652439,75.034485
2.5,8.346604,10.871686
40.42857,41.847828,34.592594
4.064516,17.306307,24.360596
5.4039736,22.58228,45.55102
17.481482,3.9768271,8.160396
51.652172,5.1875,82.789474
19.470589,3.2891126,18.080133
6.633947,32.57895,39.52174
0.45736435,28.842106,38.435482
10.538961,26.405064,42.276596
3.6785715,5.9411764,52.04762
6.6370025,1.2885985,14.125828
4.5483584,3.9566517,53.355556
8.782609,25.734694,47.08171
21.46,7.709677,62.444443
29.263159,20.626865,42.217392
1.7692307,7.921933,36.033333
7.639456,10.316456,33.18182
13.509259,20.26087,30.571428
9.531915,4.590909,56.0
4.25,6.0,23.042017
0.810219,10.068966,57.105263
21.688889,6.3809524,29.782946
5.812808,18.447308,18.096
10.316456,24.282608,42.32653
4.0827813,7.72,43.617645
28.842106,32.787235,11.07483
26.405064,39.11111,39.86207
5.9411764,2.7375784,38.394737
1.2885985,1.8360128,15.582873
3.9566517,7.8252788,41.10204
25.734694,50.173912,3.474019
6.3809524,36.27778,72.05882
20.626865,33.190475,8.484587
7.921933,7.284,33.966667
7.709677,42.08,30.981817
20.26087,2.253012,13.1518755
4.590909,39.526318,19.684685
6.0,7.080645,15.657895
3.2891126,38.1,6.0040364
28.952381,1.3581461,17.37736
3.887097,30.7,17.904762
9.34,53.555557,42.4335
5.0588236,8.682171,7.6720257
0.91725254,28.952381,9.832727
5.339779,3.887097,21.80368
9.473684,4.0827813,18.108696
1.8306801,20.632652,38.48
16.2,9.473684,60.9
0.7647059,15.033613,25.344828
0.617222,12.421053,30.342106
27.172413,0.0,67.78571
12.666667,12.5,25.190475
1.2412452,0.43467933,7.9517684
12.275862,2.2959642,73.0
4.2040486,20.938776,44.34694
10.18868,14.1,4.27907
6.058182,4.6896553,8.292683
4.5652175,4.428571,93.24138
3.1632652,19.965517,96.09524
14.722222,25.065218,63.24138
13.524155,1.0625663,69.95169
15.619047,19.06015,86.55882
4.5329766,0.02,22.135136
0.44827586,5.339779,15.48
11.513514,0.91725254,60.913044
20.632652,9.34,42.60294
10.8,4.25,18.739496
15.033613,5.0588236,45.894737
12.421053,5.812808,18.806503
0.0,0.810219,26.462963
12.5,6.633947,17.90909
0.43467933,0.45736435,46.60204
22.347826,19.470589,13.761905
20.938776,3.6785715,52.8
14.1,6.6370025,16.884106
2.2959642,10.538961,9.054217
4.428571,8.782609,34.28302
19.965517,21.688889,10.372929
25.065218,29.263159,17.07353
1.0625663,1.7692307,76.82758
19.06015,21.46,17.3
0.02,7.639456,19.820122
11.842105,13.509259,8.634582
1.4545455,9.531915,11.509716
4.6896553,4.5483584,75.47369
2.960859,14.433962,38.648712
16.345455,14.173913,4.8607593
7.266234,6.3103447,27.885588
6.6,11.119403,31.690475
25.123636,16.071428,10.367647
41.028572,7.606383,9.996788
39.260868,10.272727,2.367347
24.711712,18.459183,13.897751
30.132353,62.210526,15.1270075
4.6157637,8.695652,9.716981
5.7253075,4.325709,69.79592
3.5454545,0.92785066,6.521739
2.5665026,13.958333,2.3793104
39.099033,6.7343063,72.777435
12.568344,49.959183,11.212007
23.192053,5.7832313,21.531565
5.1354723,12.595238,3.9333334
34.4717,9.808824,5.4687185
0.92785066,16.055555,8.266666
7.737805,43.510204,50.108948
5.205668,27.294117,16.991596
6.3103447,3.5776653,13.8
11.119403,8.252,12.029411
16.071428,10.521739,20.112583
7.606383,4.85214,3.8666666
10.272727,27.145454,76.86957
12.595238,5.549839,21.179558
62.210526,13.684211,11.530612
8.695652,16.591837,16.152174
4.325709,18.840149,6.28
13.958333,11.354838,29.615385
6.7343063,15.809524,30.764706
49.959183,12.66,24.402597
18.459183,4.8076925,6.6190476
27.294117,10.413794,43.02727
39.149254,10.586206,16.55665
2.4591439,3.1769662,73.088234
6.117647,15.086131,11.421053
63.714287,39.149254,23.8
14.173913,10.263158,5.818182
52.357143,7.737805,21.87781
36.27778,6.417127,41.666668
33.190475,52.357143,33.13583
7.284,38.882355,31.014925
42.08,11.7546015,8.974699
24.282608,41.551723,33.47619
2.253012,6.642857,11.89781
39.526318,46.896553,38.3
7.080645,3.3769884,25.137196
38.1,57.739132,23.167559
1.3581461,21.363636,34.0
30.7,1.7382369,41.920288
53.555557,2.5,25.1
7.72,62.103447,16.433199
8.682171,29.897959,38.652172
18.447308,43.75564,48.41379
10.068966,21.064516,31.846153
32.57895,56.526318,5.8289785
50.173912,63.714287,36.979168
7.8252788,5.205668,9.795465
6.417127,2.4591439,37.903225
2.7375784,12.568344,23.81882
1.8360128,24.711712,13.907566
38.882355,6.117647,8.473684
11.7546015,34.4717,22.940521
41.551723,23.192053,3.9565217
6.642857,2.960859,42.55157
3.3769884,7.266234,41.535713
57.739132,6.6,16.90909
21.363636,25.123636,25.564936
46.896553,16.345455,35.064518
2.5,39.260868,36.086956
62.103447,5.1354723,17.527882
29.897959,30.132353,47.94737
39.11111,39.099033,49.34
43.75564,4.6157637,33.735294
21.064516,5.7253075,8.793103
56.526318,3.5454545,43.31579
32.787235,2.5665026,32.9
1.7382369,41.028572,17.696203
5.4603887,130.41176,23.883118
5.1436462,20.251656,23.4702
9.887755,20.961538,22.289474
17.28,11.5,85.94118
7.5789475,38.465115,17.84721
8.592437,4.853012,7.136267
4.5172415,108.82,40.29091
15.622517,40.25225,25.660778
13.181818,23.246754,12.105644
14.78481,11.809524,14.872289
27.6875,8.442415,31.724138
23.224806,3.6389549,44.64
5.9120483,4.629667,48.964127
12.577778,3.7052631,31.251404
6.6748767,37.5,54.270832
8.738095,10.907309,45.75862
9.85061,32.941177,20.727272
9.526316,7.4130435,47.2
41.47826,40.351063,43.38889
4.629667,73.17391,26.900967
18.37963,82.304344,44.862804
9.2,20.398127,56.225807
11.5,7.9237804,47.529274
108.82,61.42857,33.57143
20.251656,27.18421,24.392
130.41176,59.854168,37.44898
4.853012,114.2,45.264706
40.25225,110.566666,28.731344
7.4130435,8.07788,18.741817
11.809524,90.064514,77.938774
8.442415,4.86846,29.102024
3.6389549,11.490869,30.578947
3.7052631,145.16667,21.436464
37.5,35.0,29.783783
10.907309,50.567165,23.766666
23.246754,110.789474,16.586206
20.398127,68.63043,78.76923
13.176471,63.57143,27.714285
9.216216,113.78195,20.455696
38.465115,61.911766,54.72222
32.3,13.176471,46.67857
3.7602928,9.216216,27.709448
13.684211,30.655172,8.947369
16.591837,3.7602928,30.412226
18.840149,10.5,7.521739
16.055555,14.866667,7.3333335
11.354838,6.2618184,13.913651
15.809524,13.052631,43.17857
4.8076925,10.243961,55.666668
5.549839,32.3,27.101852
10.413794,7.380369,9.761194
3.1769662,2.5455992,10.989362
43.510204,3.1352081,7.8421054
15.086131,14.342857,5.84
9.808824,11.551021,2.3285713
5.7832313,12.67742,59.088234
14.433962,16.485294,64.69507
30.655172,18.37963,18.342106
10.586206,7.086724,50.046513
27.145454,9.2,14.363636
12.66,8.355263,17.806452
10.521739,8.738095,4.5675673
10.5,41.47826,35.105263
4.85214,13.181818,2.2396607
14.866667,9.85061,26.934782
6.2618184,9.887755,11.238095
13.052631,7.5789475,31.884
8.355263,17.28,34.678543
7.380369,5.1436462,2.5238094
7.086724,5.4603887,4.6904764
2.5455992,8.592437,46.295567
10.243961,4.5172415,44.172413
14.342857,9.526316,10.353698
